"pair_id","year","make","model","trim_hyb","trim_ice","trim_key","trim_key_hyb","body_type_hyb","drive_type_hyb","drive_type_ice","truck_bed","package_hyb","package_ice","msrp_hyb","msrp_ice","hp_hyb","hp_ice","mpg_combined_hyb","mpg_combined_ice","curb_weight_hyb","curb_weight_ice"
194,2026,"Hyundai","Santa Fe","Calligraphy Hybrid","Calligraphy","calligraphy","calligraphy","SUV","front wheel drive","front wheel drive",,"","",48700,47600,231,277,36,24,4431,4343
195,2026,"Hyundai","Santa Fe","Limited Hybrid","Limited","limited","limited","SUV","front wheel drive","front wheel drive",,"","",45700,44600,231,277,36,24,4431,4343
196,2026,"Hyundai","Santa Fe","SEL Hybrid","SEL","sel","sel","SUV","front wheel drive","front wheel drive",,"","",38690,37590,231,277,36,24,4431,4343
197,2026,"Hyundai","Santa Fe","SE Hybrid","SE","se","se","SUV","all wheel drive","all wheel drive",,"","",38200,36850,231,277,34,23,4575,4486
198,2026,"Hyundai","Santa Fe","SE Hybrid","SE","se","se","SUV","front wheel drive","front wheel drive",,"","",36400,35050,231,277,36,24,4431,4343
199,2020,"Hyundai","Sonata","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",35300,33500,192,180,47,31,3505,3336
200,2021,"Hyundai","Sonata","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",35300,33950,192,180,47,30,3505,3336
201,2022,"Hyundai","Sonata","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",35700,34400,192,180,47,31,3505,3336
202,2023,"Hyundai","Sonata","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",36600,35325,192,180,47,31,3505,3336
203,2022,"Hyundai","Tucson","Limited Hybrid","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",38050,36800,227,187,37,26,3752,3651
204,2023,"Hyundai","Tucson","Limited Hybrid","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",39110,37660,226,187,37,25,3794,3651
205,2024,"Hyundai","Tucson","Limited Hybrid","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",39715,38260,226,187,37,25,3837,3663
206,2025,"Hyundai","Tucson","Limited Hybrid","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",41295,40145,231,187,35,26,3906,3801
207,2025,"Hyundai","Tucson","SEL Convenience Hybrid","SEL Convenience","sel convenience","sel convenience","SUV","all wheel drive","all wheel drive",,"","",36465,34515,231,187,35,26,3886,3676
208,2026,"Hyundai","Tucson","Hybrid Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",42075,40925,231,187,36,26,3920,3800
209,2026,"Hyundai","Tucson","Hybrid SEL","SEL","sel","sel","SUV","all wheel drive","all wheel drive",,"","",33900,32300,231,187,36,26,3773,3638
210,2014,"INFINITI","Q50","Hybrid Premium","Premium","premium","premium","Sedan","rear wheel drive","rear wheel drive",,"","",44400,40000,360,328,31,23,3913,3611
211,2014,"INFINITI","Q50","Hybrid Premium","Premium","premium","premium","Sedan","all wheel drive","all wheel drive",,"","",46200,41800,360,328,30,22,4085,3787
212,2014,"INFINITI","Q50","Hybrid Sport","Sport","sport","sport","Sedan","rear wheel drive","rear wheel drive",,"","",46800,43650,360,328,31,23,3973,3675
213,2014,"INFINITI","Q50","Hybrid Sport","Sport","sport","sport","Sedan","all wheel drive","all wheel drive",,"","",48600,45450,360,328,30,22,4145,3849
214,2015,"INFINITI","Q50","Hybrid Premium","Premium","premium","premium","Sedan","rear wheel drive","rear wheel drive",,"","",44400,40000,360,328,31,23,3913,3611
215,2015,"INFINITI","Q50","Hybrid Premium","Premium","premium","premium","Sedan","all wheel drive","all wheel drive",,"","",46200,41800,360,328,30,22,4085,3787
216,2015,"INFINITI","Q50","Hybrid Sport","Sport","sport","sport","Sedan","rear wheel drive","rear wheel drive",,"","",46800,43650,360,328,31,23,3973,3675
217,2015,"INFINITI","Q50","Hybrid Sport","Sport","sport","sport","Sedan","all wheel drive","all wheel drive",,"","",48600,45450,360,328,30,22,4145,3849
218,2012,"INFINITI","Q70","M35h","M37","m37","m35h","Sedan","rear wheel drive","rear wheel drive",,"","",53700,47700,360,330,29,21,4129,3849
219,2013,"INFINITI","Q70","M35h","M37","m37","m35h","Sedan","rear wheel drive","rear wheel drive",,"","",54750,48700,360,330,29,21,4136,3863
220,2014,"INFINITI","Q70","Hybrid","Base","base","basic","Sedan","rear wheel drive","rear wheel drive",,"","",55650,49600,360,330,31,21,4131,3832
221,2015,"INFINITI","Q70","Hybrid","Base","base","basic","Sedan","rear wheel drive","rear wheel drive",,"","",55900,49850,360,330,31,21,4134,3867
222,2016,"INFINITI","Q70","Hybrid","Base","base","basic","Sedan","rear wheel drive","rear wheel drive",,"","",55900,49850,360,330,31,21,4134,3867
223,2017,"INFINITI","Q70","Hybrid","Base","base","basic","Sedan","rear wheel drive","rear wheel drive",,"","",56200,50100,360,330,30,21,4134,3867
224,2018,"INFINITI","Q70","Hybrid LUXE","3.7 LUXE","3 7 luxe","luxe","Sedan","rear wheel drive","rear wheel drive",,"","",56400,50300,360,330,30,21,4134,3876
225,2014,"INFINITI","QX60","Hybrid","Base","base","basic","SUV","front wheel drive","front wheel drive",,"","",45100,42100,250,265,26,22,4485,4323
226,2014,"INFINITI","QX60","Hybrid","Base","base","basic","SUV","all wheel drive","all wheel drive",,"","",46500,43500,250,265,26,21,4625,4462
227,2015,"INFINITI","QX60","Hybrid","Base","base","basic","SUV","front wheel drive","front wheel drive",,"","",45400,42400,230,265,26,23,4538,4384
228,2015,"INFINITI","QX60","Hybrid","Base","base","basic","SUV","all wheel drive","all wheel drive",,"","",46800,43800,230,265,26,22,4678,4523
229,2025,"Kia","Carnival","SX","SX","sx","sx","Minivan","front wheel drive","front wheel drive",,"","",47900,45900,242,287,33,21,4852,4810
230,2025,"Kia","Carnival","EX","EX","ex","ex","Minivan","front wheel drive","front wheel drive",,"","",43000,41000,242,287,33,21,4852,4725
231,2025,"Kia","Carnival","SX Prestige","SX Prestige","sx prestige","sx prestige","Minivan","front wheel drive","front wheel drive",,"","",52900,50900,242,287,33,21,4852,4720
232,2025,"Kia","Carnival","LXS","LXS","lxs","lxs","Minivan","front wheel drive","front wheel drive",,"","",40800,38800,242,287,33,21,4852,4630
233,2026,"Kia","Carnival","LXS","LXS","lxs","lxs","Minivan","front wheel drive","front wheel drive",,"","",41390,39390,242,287,32,21,4852,4630
234,2026,"Kia","Carnival","EX","EX","ex","ex","Minivan","front wheel drive","front wheel drive",,"","",43590,41590,242,287,32,21,4852,4725
235,2026,"Kia","Carnival","SX Prestige","SX Prestige","sx prestige","sx prestige","Minivan","front wheel drive","front wheel drive",,"","",53490,51490,242,287,32,21,4852,4720
236,2026,"Kia","Carnival","SX","SX","sx","sx","Minivan","front wheel drive","front wheel drive",,"","",48490,46490,242,287,32,21,4852,4810
237,2019,"Kia","Optima","EX","EX","ex","ex","Sedan","front wheel drive","front wheel drive",,"","",28090,26890,192,178,41,31,3486,3285
238,2020,"Kia","Optima","EX","EX","ex","ex","Sedan","front wheel drive","front wheel drive",,"","",29310,27190,192,178,42,31,3496,3285
239,2021,"Kia","Sorento","S","S","s","s","SUV","front wheel drive","front wheel drive",,"","",33590,31890,227,191,37,26,3794,3794
240,2021,"Kia","Sorento","EX","EX","ex","ex","SUV","front wheel drive","front wheel drive",,"","",36590,34990,227,281,37,25,3999,3999
241,2022,"Kia","Sorento","S","S","s","s","SUV","front wheel drive","front wheel drive",,"","",34090,32390,227,191,37,26,3979,3794
242,2022,"Kia","Sorento","EX","EX","ex","ex","SUV","front wheel drive","front wheel drive",,"","",36090,35490,227,281,37,25,3979,3999
243,2023,"Kia","Sorento","EX","EX","ex","ex","SUV","front wheel drive","front wheel drive",,"","",36690,35990,227,281,37,25,3979,3999
244,2023,"Kia","Sorento","SX Prestige","SX Prestige","sx prestige","sx prestige","SUV","all wheel drive","all wheel drive",,"","",42490,43490,227,281,34,24,4255,4120
245,2024,"Kia","Sorento","EX","EX","ex","ex","SUV","front wheel drive","front wheel drive",,"","",36990,37990,227,281,37,23,4000,4074
246,2025,"Kia","Sorento","EX","EX","ex","ex","SUV","all wheel drive","all wheel drive",,"","",40490,39590,227,281,36,23,4345,4123
247,2025,"Kia","Sorento","EX","EX","ex","ex","SUV","front wheel drive","front wheel drive",,"","",38690,38090,227,281,34,23,4211,4074
248,2026,"Kia","Sorento","X-Line SX Prestige","X-Line SX Prestige","x line sx prestige","x line sx prestige","SUV","all wheel drive","all wheel drive",,"","",47190,46790,227,281,34,23,4544,4250
249,2026,"Kia","Sorento","EX","EX","ex","ex","SUV","all wheel drive","all wheel drive",,"","",40690,39990,227,281,34,23,4431,4250
250,2026,"Kia","Sorento","EX","EX","ex","ex","SUV","front wheel drive","front wheel drive",,"","",38890,38490,227,281,37,23,4233,4074
251,2023,"Kia","Sportage","LX","LX","lx","lx","SUV","front wheel drive","front wheel drive",,"","",27490,26290,227,187,43,28,3713,3664
252,2023,"Kia","Sportage","LX","LX","lx","lx","SUV","all wheel drive","all wheel drive",,"","",29290,28090,227,187,38,25,3896,3834
253,2023,"Kia","Sportage","EX","EX","ex","ex","SUV","all wheel drive","all wheel drive",,"","",31190,30090,227,187,38,25,3896,3834
254,2023,"Kia","Sportage","SX-Prestige","SX-Prestige","sx prestige","sx prestige","SUV","all wheel drive","all wheel drive",,"","",36390,35590,227,187,38,25,3896,3834
255,2024,"Kia","Sportage","LX","LX","lx","lx","SUV","all wheel drive","all wheel drive",,"","",30090,28890,227,187,38,25,3757,3809
256,2024,"Kia","Sportage","SX-Prestige","SX-Prestige","sx prestige","sx prestige","SUV","all wheel drive","all wheel drive",,"","",37190,36390,227,187,38,25,3935,3809
257,2024,"Kia","Sportage","LX","LX","lx","lx","SUV","front wheel drive","front wheel drive",,"","",28290,27090,227,187,43,28,3757,3661
258,2024,"Kia","Sportage","EX","EX","ex","ex","SUV","all wheel drive","all wheel drive",,"","",31990,30890,227,187,38,25,3935,3809
259,2025,"Kia","Sportage","LX","LX","lx","lx","SUV","front wheel drive","front wheel drive",,"","",28790,27390,227,187,43,28,3757,3661
260,2025,"Kia","Sportage","EX","EX","ex","ex","SUV","all wheel drive","all wheel drive",,"","",32590,31290,227,187,38,25,3935,3809
261,2025,"Kia","Sportage","LX","LX","lx","lx","SUV","all wheel drive","all wheel drive",,"","",30590,29190,227,187,38,25,3935,3809
262,2025,"Kia","Sportage","SX-Prestige","SX-Prestige","sx prestige","sx prestige","SUV","all wheel drive","all wheel drive",,"","",37790,36790,227,187,38,25,3935,3809
263,2026,"Kia","Sportage","SX-Prestige","SX-Prestige","sx prestige","sx prestige","SUV","all wheel drive","all wheel drive",,"","",40590,38190,232,187,35,26,3994,3827
264,2026,"Kia","Sportage","X-Line","X-Line","x line","x line","SUV","all wheel drive","all wheel drive",,"","",35690,33090,232,187,35,26,3994,3827
265,2026,"Kia","Sportage","LX","LX","lx","lx","SUV","front wheel drive","front wheel drive",,"","",30490,28790,232,187,42,28,3831,3697
266,2026,"Kia","Sportage","EX","EX","ex","ex","SUV","all wheel drive","all wheel drive",,"","",33790,32390,232,187,35,26,3994,3827
267,2013,"Lexus","ES","Base","Base","base","base","Sedan","front wheel drive","front wheel drive",,"","",39250,36370,200,268,40,24,3660,3549
268,2014,"Lexus","ES","Base","Base","base","base","Sedan","front wheel drive","front wheel drive",,"","",39500,36620,200,268,40,24,3660,3549
269,2015,"Lexus","ES","Base","Base","base","base","Sedan","front wheel drive","front wheel drive",,"","",40580,37700,200,268,40,24,3660,3549
270,2016,"Lexus","ES","Base","Base","base","base","Sedan","front wheel drive","front wheel drive",,"","",41020,38100,200,268,40,24,3682,3571
271,2017,"Lexus","ES","Base","Base","base","base","Sedan","front wheel drive","front wheel drive",,"","",41820,38900,200,268,40,24,3682,3571
272,2018,"Lexus","ES","Base","Base","base","base","Sedan","front wheel drive","front wheel drive",,"","",41820,38950,200,268,40,24,3682,3571
273,2019,"Lexus","ES","Base","Base","base","base","Sedan","front wheel drive","front wheel drive",,"","",41560,39750,215,302,44,26,3704,3649
274,2019,"Lexus","ES","Luxury","Luxury","luxury","luxury","Sedan","front wheel drive","front wheel drive",,"","",44215,42405,215,302,44,26,3704,3649
275,2019,"Lexus","ES","Ultra Luxury","Ultra Luxury","ultra luxury","ultra luxury","Sedan","front wheel drive","front wheel drive",,"","",45210,43400,215,302,44,26,3704,3649
276,2020,"Lexus","ES","Ultra Luxury","Ultra Luxury","ultra luxury","ultra luxury","Sedan","front wheel drive","front wheel drive",,"","",45660,43750,215,302,44,26,3704,3649
277,2020,"Lexus","ES","Base","Base","base","base","Sedan","front wheel drive","front wheel drive",,"","",41810,39900,215,302,44,26,3704,3649
278,2020,"Lexus","ES","Luxury","Luxury","luxury","luxury","Sedan","front wheel drive","front wheel drive",,"","",44665,42755,215,302,44,26,3704,3649
279,2021,"Lexus","ES","Ultra Luxury","Ultra Luxury","ultra luxury","ultra luxury","Sedan","front wheel drive","front wheel drive",,"","",50910,49000,215,302,44,26,3730,3690
280,2021,"Lexus","ES","Luxury","Luxury","luxury","luxury","Sedan","front wheel drive","front wheel drive",,"","",47110,45200,215,302,44,26,3730,3690
281,2021,"Lexus","ES","Base","Base","base","base","Sedan","front wheel drive","front wheel drive",,"","",41910,40000,215,302,44,26,3730,3690
282,2022,"Lexus","ES","Base","Base","base","base","Sedan","front wheel drive","front wheel drive",,"","",42150,40950,215,302,44,26,3682,3690
283,2022,"Lexus","ES","Ultra Luxury","Ultra Luxury","ultra luxury","ultra luxury","Sedan","front wheel drive","front wheel drive",,"","",51330,50130,215,302,44,26,3682,3690
284,2022,"Lexus","ES","Luxury","Luxury","luxury","luxury","Sedan","front wheel drive","front wheel drive",,"","",47550,46350,215,302,44,26,3682,3690
285,2022,"Lexus","ES","F SPORT","F SPORT","f sport","f sport","Sedan","front wheel drive","front wheel drive",,"","",45700,45600,215,302,44,25,3682,3690
286,2023,"Lexus","ES","F SPORT Design","F SPORT Design","f sport design","f sport design","Sedan","front wheel drive","front wheel drive",,"","",47725,46525,215,302,44,25,3682,3690
287,2023,"Lexus","ES","Ultra Luxury","Ultra Luxury","ultra luxury","ultra luxury","Sedan","front wheel drive","front wheel drive",,"","",52130,50730,215,302,44,26,3682,3690
288,2023,"Lexus","ES","Luxury","Luxury","luxury","luxury","Sedan","front wheel drive","front wheel drive",,"","",48510,47110,215,302,44,26,3682,3690
289,2023,"Lexus","ES","F SPORT Handling","F SPORT Handling","f sport handling","f sport handling","Sedan","front wheel drive","front wheel drive",,"","",49635,48400,215,302,44,25,3682,3690
290,2023,"Lexus","ES","Base","Base","base","base","Sedan","front wheel drive","front wheel drive",,"","",43340,41940,215,302,44,26,3682,3690
291,2024,"Lexus","ES","300h","350","base","300h","Sedan","front wheel drive","front wheel drive",,"","",43440,42040,215,302,44,26,3730,3690
292,2024,"Lexus","ES","300h F SPORT Handling","350 F SPORT Handling","f sport handling","300h f sport handling","Sedan","front wheel drive","front wheel drive",,"","",49735,48500,215,302,44,25,3730,3690
293,2024,"Lexus","ES","300h Luxury","350 Luxury","luxury","300h luxury","Sedan","front wheel drive","front wheel drive",,"","",48610,47210,215,302,44,26,3730,3690
294,2024,"Lexus","ES","300h Ultra Luxury","350 Ultra Luxury","ultra luxury","300h ultra luxury","Sedan","front wheel drive","front wheel drive",,"","",52330,50930,215,302,44,26,3730,3690
295,2024,"Lexus","ES","300h F SPORT Design","350 F SPORT Design","f sport design","300h f sport design","Sedan","front wheel drive","front wheel drive",,"","",47825,46625,215,302,44,25,3730,3690
296,2025,"Lexus","ES","300h F SPORT Handling","350 F SPORT Handling","f sport handling","300h f sport handling","Sedan","front wheel drive","front wheel drive",,"","",49835,48600,215,302,44,25,3730,3690
297,2025,"Lexus","ES","300h Luxury","350 Luxury","luxury","300h luxury","Sedan","front wheel drive","front wheel drive",,"","",48710,47310,215,302,44,25,3730,3690
298,2025,"Lexus","ES","300h","350","base","300h","Sedan","front wheel drive","front wheel drive",,"","",43540,42140,215,302,44,25,3730,3690
299,2025,"Lexus","ES","300h Ultra Luxury","350 Ultra Luxury","ultra luxury","300h ultra luxury","Sedan","front wheel drive","front wheel drive",,"","",52430,51030,215,302,44,25,3730,3690
300,2025,"Lexus","ES","300h F SPORT Design","350 F SPORT Design","f sport design","300h f sport design","Sedan","front wheel drive","front wheel drive",,"","",47925,46725,215,302,44,25,3730,3690
301,2018,"Lexus","LS","Base","Base","base","base","Sedan","all wheel drive","all wheel drive",,"","",82730,78220,354,416,26,21,5027,4905
302,2018,"Lexus","LS","Base","Base","base","base","Sedan","rear wheel drive","rear wheel drive",,"","",79510,75000,354,416,28,23,4850,4707
303,2019,"Lexus","LS","Base","Base","base","base","Sedan","rear wheel drive","rear wheel drive",,"","",79960,75450,354,416,28,23,4850,4707
304,2019,"Lexus","LS","Base","Base","base","base","Sedan","all wheel drive","all wheel drive",,"","",83180,78670,354,416,26,21,5027,4905
305,2020,"Lexus","LS","Base","Base","base","base","Sedan","rear wheel drive","rear wheel drive",,"","",80010,75450,354,416,28,23,4850,4707
306,2020,"Lexus","LS","Base","Base","base","base","Sedan","all wheel drive","all wheel drive",,"","",83230,78670,354,416,26,21,5027,4905
307,2025,"Lexus","LX","700h F SPORT Handling","600 F SPORT Handling","f sport handling","700h f sport handling","SUV","four wheel drive","four wheel drive",,"","",117000,113000,457,409,20,19,5945,5665
308,2025,"Lexus","LX","700h Luxury","600 Luxury","luxury","700h luxury","SUV","four wheel drive","four wheel drive",,"","",119000,115000,457,409,20,19,5945,5665
309,2026,"Lexus","LX","700h F SPORT Handling","600 F SPORT Handling","f sport handling","700h f sport handling","SUV","four wheel drive","four wheel drive",,"","",118000,114000,457,409,20,19,5665,5665
310,2026,"Lexus","LX","700h Luxury","600 Luxury","luxury","700h luxury","SUV","four wheel drive","four wheel drive",,"","",120000,116000,457,409,20,19,5945,5665
311,2015,"Lexus","NX","Base","Base","base","base","SUV","front wheel drive","front wheel drive",,"","",39720,34480,194,235,33,24,4055,3940
312,2015,"Lexus","NX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",41310,35880,194,235,32,24,4180,4050
313,2016,"Lexus","NX","Base","Base","base","base","SUV","front wheel drive","front wheel drive",,"","",39720,34965,194,235,33,25,4055,3940
314,2016,"Lexus","NX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",41310,36365,194,235,32,24,4180,4050
315,2017,"Lexus","NX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",39720,36685,194,235,31,24,4180,4050
316,2018,"Lexus","NX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",38335,37385,194,235,31,24,4180,4050
317,2019,"Lexus","NX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",38835,37885,194,235,31,24,4180,4050
318,2020,"Lexus","NX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",39070,38120,194,235,31,24,4180,4050
319,2020,"Lexus","NX","Luxury","Luxury","luxury","luxury","SUV","all wheel drive","all wheel drive",,"","",46160,45210,194,235,31,24,4180,4050
320,2021,"Lexus","NX","Luxury","Luxury","luxury","luxury","SUV","all wheel drive","all wheel drive",,"","",46610,45460,194,235,31,24,4180,4050
321,2021,"Lexus","NX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",40160,39010,194,235,31,24,4180,4050
322,2022,"Lexus","NX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",41550,39950,240,203,39,28,4080,3790
323,2022,"Lexus","NX","Premium","Premium","premium","premium","SUV","all wheel drive","all wheel drive",,"","",44600,43000,240,203,39,28,4080,3790
324,2022,"Lexus","NX","Luxury","Luxury","luxury","luxury","SUV","all wheel drive","all wheel drive",,"","",49000,46100,240,203,39,28,4080,3790
325,2023,"Lexus","NX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",42655,40655,240,203,39,28,4080,3790
326,2023,"Lexus","NX","Premium","Premium","premium","premium","SUV","all wheel drive","all wheel drive",,"","",45705,43705,240,203,39,28,4080,3790
327,2023,"Lexus","NX","Luxury","Luxury","luxury","luxury","SUV","all wheel drive","all wheel drive",,"","",50105,46805,240,203,39,28,4080,3790
328,2024,"Lexus","NX","350h Premium","250 Premium","premium","350h premium","SUV","all wheel drive","all wheel drive",,"","",46515,44105,240,203,39,28,4080,3790
329,2024,"Lexus","NX","350h","250","base","350h","SUV","all wheel drive","all wheel drive",,"","",43465,41055,240,203,39,28,4080,3790
330,2024,"Lexus","NX","350h Luxury","350 Luxury","luxury","350h luxury","SUV","all wheel drive","all wheel drive",,"","",49605,49355,240,275,39,24,4080,4035
331,2025,"Lexus","NX","350h Luxury","350 Luxury","luxury","350h luxury","SUV","all wheel drive","all wheel drive",,"","",51490,50790,240,275,39,24,4080,4035
332,2025,"Lexus","NX","350h Premium","250 Premium","premium","350h premium","SUV","all wheel drive","all wheel drive",,"","",47350,44490,240,203,39,28,4080,3790
333,2025,"Lexus","NX","350h","250","base","350h","SUV","all wheel drive","all wheel drive",,"","",45425,42565,240,203,39,28,4080,3790
334,2026,"Lexus","NX","350h Premium","350 Premium","premium","350h premium","SUV","all wheel drive","all wheel drive",,"","",48650,47750,240,275,39,24,4080,4035
335,2026,"Lexus","NX","350h","350","base","350h","SUV","all wheel drive","all wheel drive",,"","",46725,45825,240,275,39,24,4080,4035
336,2026,"Lexus","NX","350h Luxury","350 Luxury","luxury","350h luxury","SUV","all wheel drive","all wheel drive",,"","",52790,51890,240,275,39,24,4080,4035
337,2026,"Lexus","NX","350h F SPORT Handling","350 F SPORT Handling","f sport handling","350h f sport handling","SUV","all wheel drive","all wheel drive",,"","",55200,51800,240,275,39,24,4080,4035
338,2018,"Lexus","RX","F SPORT","F SPORT","f sport","f sport","SUV","all wheel drive","all wheel drive",,"","",51255,50520,308,295,30,22,4740,4387
339,2018,"Lexus","RX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",45895,44870,308,295,30,22,4740,4387
340,2018,"Lexus","RX","Luxury","Luxury","luxury","luxury","SUV","all wheel drive","all wheel drive",,"","",54555,54085,308,290,30,21,4905,4619
341,2019,"Lexus","RX","Luxury","Luxury","luxury","luxury","SUV","all wheel drive","all wheel drive",,"","",54905,54435,308,290,30,21,4905,4619
342,2019,"Lexus","RX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",50970,49420,308,290,30,21,4905,4619
343,2019,"Lexus","RX","F SPORT","F SPORT","f sport","f sport","SUV","all wheel drive","all wheel drive",,"","",51605,50870,308,295,30,22,4740,4387
344,2020,"Lexus","RX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",46800,45550,308,295,30,22,4740,4387
345,2020,"Lexus","RX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",50510,48700,308,295,29,21,4905,4619
346,2020,"Lexus","RX","F SPORT","F SPORT","f sport","f sport","SUV","all wheel drive","all wheel drive",,"","",50600,49350,308,295,30,22,4740,4387
347,2020,"Lexus","RX","F SPORT Performance","F SPORT Performance","f sport performance","f sport performance","SUV","all wheel drive","all wheel drive",,"","",52920,51750,308,295,30,22,4740,4387
348,2020,"Lexus","RX","Luxury","Luxury","luxury","luxury","SUV","all wheel drive","all wheel drive",,"","",56510,54700,308,295,29,21,4905,4619
349,2021,"Lexus","RX","F SPORT","F SPORT","f sport","f sport","SUV","all wheel drive","all wheel drive",,"","",51400,50100,308,295,30,22,4740,4387
350,2021,"Lexus","RX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",47920,46620,308,295,30,22,4740,4387
351,2021,"Lexus","RX","Luxury","Luxury","luxury","luxury","SUV","all wheel drive","all wheel drive",,"","",57310,55400,308,290,29,21,4905,4619
352,2021,"Lexus","RX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",51310,49400,308,290,29,21,4905,4619
353,2022,"Lexus","RX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",48720,47320,308,295,30,22,4740,4387
354,2022,"Lexus","RX","F SPORT","F SPORT","f sport","f sport","SUV","all wheel drive","all wheel drive",,"","",52200,50800,308,295,30,22,4740,4387
355,2022,"Lexus","RX","Luxury","Luxury","luxury","luxury","SUV","all wheel drive","all wheel drive",,"","",58110,56150,308,290,29,21,4905,4619
356,2022,"Lexus","RX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",52110,50150,308,290,29,21,4905,4619
357,2023,"Lexus","RX","Base","Base","base","base","SUV","all wheel drive","all wheel drive",,"","",49000,49000,246,275,36,24,4455,4221
358,2023,"Lexus","RX","Premium","Premium","premium","premium","SUV","all wheel drive","all wheel drive",,"","",51000,51000,246,275,36,24,4455,4221
359,2023,"Lexus","RX","Premium Plus","Premium Plus","premium plus","premium plus","SUV","all wheel drive","all wheel drive",,"","",53600,53600,246,275,36,24,4455,4221
360,2023,"Lexus","RX","Luxury","Luxury","luxury","luxury","SUV","all wheel drive","all wheel drive",,"","",57000,57000,246,275,36,24,4455,4221
361,2024,"Lexus","RX","350h Premium Plus","350 Premium Plus","premium plus","350h premium plus","SUV","all wheel drive","all wheel drive",,"","",54750,54200,246,275,36,24,4455,4310
362,2024,"Lexus","RX","350h Premium","350 Premium","premium","350h premium","SUV","all wheel drive","all wheel drive",,"","",52900,52350,246,275,36,24,4455,4310
363,2024,"Lexus","RX","350h","350","base","350h","SUV","all wheel drive","all wheel drive",,"","",50750,50200,246,275,36,24,4455,4310
364,2024,"Lexus","RX","350h Luxury","350 Luxury","luxury","350h luxury","SUV","all wheel drive","all wheel drive",,"","",59880,59330,246,275,36,24,4455,4310
365,2025,"Lexus","RX","350h F SPORT Design","350 F SPORT Design","f sport design","350h f sport design","SUV","all wheel drive","all wheel drive",,"","",56005,55305,246,275,36,24,4480,4310
366,2025,"Lexus","RX","350h Premium Plus","350 Premium Plus","premium plus","350h premium plus","SUV","all wheel drive","all wheel drive",,"","",57165,56465,246,275,36,24,4480,4310
367,2025,"Lexus","RX","350h Luxury","350 Luxury","luxury","350h luxury","SUV","all wheel drive","all wheel drive",,"","",62220,61520,246,275,36,24,4480,4310
368,2025,"Lexus","RX","350h Premium","350 Premium","premium","350h premium","SUV","all wheel drive","all wheel drive",,"","",53675,52975,246,275,36,24,4480,4310
369,2025,"Lexus","RX","350h","350","base","350h","SUV","all wheel drive","all wheel drive",,"","",51425,50725,246,275,36,24,4480,4310
370,2026,"Lexus","RX","350h","350","base","350h","SUV","all wheel drive","all wheel drive",,"","",52825,52125,246,275,36,24,4480,4310
371,2026,"Lexus","RX","350h F SPORT Design","350 F SPORT Design","f sport design","350h f sport design","SUV","all wheel drive","all wheel drive",,"","",57330,56630,246,275,36,24,4480,4310
372,2026,"Lexus","RX","350h Luxury","350 Luxury","luxury","350h luxury","SUV","all wheel drive","all wheel drive",,"","",63545,62845,246,275,36,24,4480,4310
373,2026,"Lexus","RX","350h Premium","350 Premium","premium","350h premium","SUV","all wheel drive","all wheel drive",,"","",55000,54300,246,275,36,24,4480,4310
374,2026,"Lexus","RX","350h Premium Plus","350 Premium Plus","premium plus","350h premium plus","SUV","all wheel drive","all wheel drive",,"","",58490,57790,246,275,36,24,4480,4310
375,2012,"Lincoln","MKZ","Hybrid","Base","base","basic","Sedan","front wheel drive","front wheel drive",,"","",34755,34755,191,263,39,21,3752,3598
376,2013,"Lincoln","MKZ","Hybrid","Base","base","basic","Sedan","front wheel drive","front wheel drive",,"","EcoBoost",35925,35925,188,240,38,26,3828,3719
377,2014,"Lincoln","MKZ","Hybrid","Base","base","basic","Sedan","front wheel drive","front wheel drive",,"","EcoBoost",35190,35190,188,231,38,26,3828,3719
